,id,year,month,day,scites,title,authors,abstract
234,1609.00457,2016,12,8,30,Finding resource states of measurement-based quantum computing is harder than quantum computing,Tomoyuki Morimae,"Measurement-based quantum computing enables universal quantum computing with only adaptive single-qubit measurements on certain many-qubit states, such as the graph state, the Affleck-Kennedy-Lieb-Tasaki (AKLT) state, and several tensor-network states. Finding new resource states of measurement-based quantum computing is a hard task, since for a given state there are exponentially many possible measurement patterns on the state. In this paper, we consider the problem of deciding, for a given state and a set of unitary operators, whether there exists a way of measurement-based quantum computing on the state that can realize all unitaries in the set, or not. We show that the decision problem is QCMA-hard, which means that finding new resource states of measurement-based quantum computing is harder than quantum computing itself (unless BQP is equal to QCMA). We also derive an upperbound of the decision problem: the problem is in a quantum version of the second level of the polynomial hierarchy."
235,1605.03590,2016,10,25,30,Elucidating Reaction Mechanisms on Quantum Computers,Markus Reiher;Nathan Wiebe;Krysta M Svore;Dave Wecker;Matthias Troyer,"We show how a quantum computer can be employed to elucidate reaction mechanisms in complex chemical systems, using the open problem of biological nitrogen fixation in nitrogenase as an example. We discuss how quantum computers can augment classical-computer simulations for such problems, to significantly increase their accuracy and enable hitherto intractable simulations. Detailed resource estimates show that, even when taking into account the substantial overhead of quantum error correction, and the need to compile into discrete gate sets, the necessary computations can be performed in reasonable time on small quantum computers. This demonstrates that quantum computers will realistically be able to tackle important problems in chemistry that are both scientifically and economically significant."
236,1603.03717,2016,10,25,30,The Asymptotics of Quantum Max-Flow Min-Cut,Matthew B Hastings,"The quantum max-flow min-cut conjecture relates the rank of a tensor network to the minimum cut in the case that all tensors in the network are identical\citemfmc1. This conjecture was shown to be false in Ref. \onlinecitemfmc2 by an explicit counter-example. Here, we show that the conjecture is almost true, in that the ratio of the quantum max-flow to the quantum min-cut converges to $1$ as the dimension $N$ of the degrees of freedom on the edges of the network tends to infinity. The proof is based on estimating moments of the singular values of the network. We introduce a generalization of ""rainbow diagrams""\citerainbow to tensor networks to estimate the dominant diagrams. A direct comparison of second and fourth moments lower bounds the ratio of the quantum max-flow to the quantum min-cut by a constant. To show the tighter bound that the ratio tends to $1$, we consider higher moments. In addition, we show that the limiting moments as $N \rightarrow \infty$ agree with that in a different ensemble where tensors in the network are chosen independently, this is used to show that the distributions of singular values in the two different ensembles weakly converge to the same limiting distribution. We present also a numerical study of one particular tensor network, which shows a surprising dependence of the rank deficit on $N \mod 4$ and suggests further conjecture on the limiting behavior of the rank."
237,1603.02704,2016,10,18,30,Thresholds for universal concatenated quantum codes,Christopher Chamberland;Tomas Jochym-O'Connor;Raymond Laflamme,"Quantum error correction and fault-tolerance make it possible to perform quantum computations in the presence of imprecision and imperfections of realistic devices. An important question is to find the noise rate at which errors can be arbitrarily suppressed. By concatenating the 7-qubit Steane and 15-qubit Reed-Muller codes, the 105-qubit code enables a universal set of fault-tolerant gates despite not all of them being transversal. Importantly, the CNOT gate remains transversal in both codes, and as such has increased error protection relative to the other single qubit logical gates. We show that while the level-1 pseudo-threshold for the concatenated scheme is limited by the logical Hadamard, the error suppression of the logical CNOT gates allows for the asymptotic threshold to increase by orders of magnitude at higher levels. We establish a lower bound of $1.28~\times~10^{-3}$ for the asymptotic threshold of this code which is competitive with known concatenated models and does not rely on ancillary magic state preparation for universal computation."
238,1602.01210,2016,9,12,30,A simple proof of the detectability lemma and spectral gap amplification,Anurag Anshu;Itai Arad;Thomas Vidick,"The detectability lemma is a useful tool for probing the structure of gapped ground states of frustration-free Hamiltonians of lattice spin models. The lemma provides an estimate on the error incurred by approximating the ground space projector with a product of local projectors. We provide a new, simpler proof for the detectability lemma, which applies to an arbitrary ordering of the local projectors, and show that it is tight up to a constant factor. As an application we show how the lemma can be combined with a strong converse by Gao to obtain local spectral gap amplification: we show that by coarse-graining a local frustration-free Hamiltonian with a spectral gap $\gamma>0$ to a length scale $O(\gamma^{-1/2})$, one gets an Hamiltonian with an $\Omega(1)$ spectral gap."
239,1512.04016,2015,9,5,30,Sculpting Quantum Speedups,Scott Aaronson;Shalev Ben-David,"Given a problem which is intractable for both quantum and classical algorithms, can we find a sub-problem for which quantum algorithms provide an exponential advantage? We refer to this problem as the ""sculpting problem."" In this work, we give a full characterization of sculptable functions in the query complexity setting. We show that a total function f can be restricted to a promise P such that Q(f|_P)=O(polylog(N)) and R(f|_P)=N^Omega(1), if and only if f has a large number of inputs with large certificate complexity. The proof uses some interesting techniques: for one direction, we introduce new relationships between randomized and quantum query complexity in various settings, and for the other direction, we use a recent result from communication complexity due to Klartag and Regev. We also characterize sculpting for other query complexity measures, such as R(f) vs. R_0(f) and R_0(f) vs. D(f). Along the way, we prove some new relationships for quantum query complexity: for example, a nearly quadratic relationship between Q(f) and D(f) whenever the promise of f is small. This contrasts with the recent super-quadratic query complexity separations, showing that the maximum gap between classical and quantum query complexities is indeed quadratic in various settings - just not for total functions! Lastly, we investigate sculpting in the Turing machine model. We show that if there is any BPP-bi-immune language in BQP, then every language outside BPP can be restricted to a promise which places it in PromiseBQP but not in PromiseBPP. Under a weaker assumption, that some problem in BQP is hard on average for P/poly, we show that every paddable language outside BPP is sculptable in this way."
240,1510.08887,2015,5,13,30,Quantum Compressed Sensing Using 2-Designs,Shelby Kimmel;Yi-Kai Liu,"We develop a method for quantum process tomography that combines the efficiency of compressed sensing with the robustness of randomized benchmarking. Our method is robust to state preparation and measurement errors, and it achieves a quadratic speedup over conventional tomography when the unknown process is a generic unitary evolution. Our method is based on PhaseLift, a convex programming technique for phase retrieval. We show that this method achieves approximate recovery of almost all signals, using measurements sampled from spherical or unitary 2-designs. This is the first positive result on PhaseLift using 2-designs. We also show that exact recovery of all signals is possible using unitary 4-designs. Previous positive results for PhaseLift required spherical 4-designs, while PhaseLift was known to fail in certain cases when using spherical 2-designs."
241,1510.05245,2015,3,10,30,BosonSampling with Lost Photons,Scott Aaronson;Daniel J Brod,"BosonSampling is an intermediate model of quantum computation where linear-optical networks are used to solve sampling problems expected to be hard for classical computers. Since these devices are not expected to be universal for quantum computation, it remains an open question of whether any error-correction techniques can be applied to them, and thus it is important to investigate how robust the model is under natural experimental imperfections, such as losses and imperfect control of parameters. Here we investigate the complexity of BosonSampling under photon losses---more specifically, the case where an unknown subset of the photons are randomly lost at the sources. We show that, if $k$ out of $n$ photons are lost, then we cannot sample classically from a distribution that is $1/n^{\Theta(k)}$-close (in total variation distance) to the ideal distribution, unless a $\text{BPP}^{\text{NP}}$ machine can estimate the permanents of Gaussian matrices in $n^{O(k)}$ time. In particular, if $k$ is constant, this implies that simulating lossy BosonSampling is hard for a classical computer, under exactly the same complexity assumption used for the original lossless case."
242,1509.05065,2015,2,4,30,Estimating operator norms using covering nets,Fernando G S L Brandão;Aram W Harrow,"We present several polynomial- and quasipolynomial-time approximation schemes for a large class of generalized operator norms. Special cases include the $2\rightarrow q$ norm of matrices for $q>2$, the support function of the set of separable quantum states, finding the least noisy output of entanglement-breaking quantum channels, and approximating the injective tensor norm for a map between two Banach spaces whose factorization norm through $\ell_1^n$ is bounded. These reproduce and in some cases improve upon the performance of previous algorithms by Brandão-Christandl-Yard and followup work, which were based on the Sum-of-Squares hierarchy and whose analysis used techniques from quantum information such as the monogamy principle of entanglement. Our algorithms, by contrast, are based on brute force enumeration over carefully chosen covering nets. These have the advantage of using less memory, having much simpler proofs and giving new geometric insights into the problem. Net-based algorithms for similar problems were also presented by Shi-Wu and Barak-Kelner-Steurer, but in each case with a run-time that is exponential in the rank of some matrix. We achieve polynomial or quasipolynomial runtimes by using the much smaller nets that exist in $\ell_1$ spaces. This principle has been used in learning theory, where it is known as Maurey's empirical method."
243,1507.02642,2015,12,15,30,Quantum Inspired Training for Boltzmann Machines,Nathan Wiebe;Ashish Kapoor;Christopher E Granade;Krysta M Svore,"We present an efficient classical algorithm for training deep Boltzmann machines (DBMs) that uses rejection sampling in concert with variational approximations to estimate the gradients of the training objective function. Our algorithm is inspired by a recent quantum algorithm for training DBMs. We obtain rigorous bounds on the errors in the approximate gradients; in turn, we find that choosing the instrumental distribution to minimize the alpha=2 divergence with the Gibbs state minimizes the asymptotic algorithmic complexity. Our rejection sampling approach can yield more accurate gradients than low-order contrastive divergence training and the costs incurred in finding increasingly accurate gradients can be easily parallelized. Finally our algorithm can train full Boltzmann machines and scales more favorably with the number of layers in a DBM than greedy contrastive divergence training."
244,1506.03808,2015,11,2,30,Classical codes in quantum state space,Mark Howard,"We present a construction of Hermitian operators and quantum states labelled by strings from a finite field. The distance between these operators or states is then simply related (typically, proportional) to the Hamming distance between their corresponding strings. This allows a straightforward application of classical coding theory to find arrangements of operators or states with a given distance distribution. Using the simplex or extended Reed-Solomon code in our construction recovers the discrete Wigner function, which has important applications in quantum information theory."
245,1503.08217,2015,10,20,30,Fault-tolerant error correction with the gauge color code,Benjamin J Brown;Naomi H Nickerson;Daniel E Browne,"The constituent parts of a quantum computer are inherently vulnerable to errors. To this end we have developed quantum error-correcting codes to protect quantum information from noise. However, discovering codes that are capable of a universal set of computational operations with the minimal cost in quantum resources remains an important and ongoing challenge. One proposal of significant recent interest is the gauge color code. Notably, this code may offer a reduced resource cost over other well-studied fault-tolerant architectures using a new method, known as gauge fixing, for performing the non-Clifford logical operations that are essential for universal quantum computation. Here we examine the gauge color code when it is subject to noise. Specifically we make use of single-shot error correction to develop a simple decoding algorithm for the gauge color code, and we numerically analyse its performance. Remarkably, we find threshold error rates comparable to those of other leading proposals. Our results thus provide encouraging preliminary data of a comparative study between the gauge color code and other promising computational architectures."
246,1502.03450,2015,9,18,30,On the robustness of bucket brigade quantum RAM,Srinivasan Arunachalam;Vlad Gheorghiu;Tomas Jochym-O'Connor;Michele Mosca;Priyaa Varshinee Srinivasan,"We study the robustness of the bucket brigade quantum random access memory model introduced by Giovannetti, Lloyd, and Maccone [Phys. Rev. Lett. 100, 160501 (2008)]. Due to a result of Regev and Schiff [ICALP '08 pp. 773], we show that for a class of error models the error rate per gate in the bucket brigade quantum memory has to be of order $o(2^{-n/2})$ (where $N=2^n$ is the size of the memory) whenever the memory is used as an oracle for the quantum searching problem. We conjecture that this is the case for any realistic error model that will be encountered in practice, and that for algorithms with super-polynomially many oracle queries the error rate must be super-polynomially small, which further motivates the need for quantum error correction. By contrast, for algorithms such as matrix inversion [Phys. Rev. Lett. 103, 150502 (2009)] or quantum machine learning [Phys. Rev. Lett. 113, 130503 (2014)] that only require a polynomial number of queries, the error rate only needs to be polynomially small and quantum error correction may not be required. We introduce a circuit model for the quantum bucket brigade architecture and argue that quantum error correction for the circuit causes the quantum bucket brigade architecture to lose its primary advantage of a small number of ""active"" gates, since all components have to be actively error corrected."
247,1502.02987,2015,7,10,30,On zero-error communication via quantum channels in the presence of noiseless feedback,Runyao Duan;Simone Severini;Andreas Winter,"We initiate the study of zero-error communication via quantum channels when the receiver and sender have at their disposal a noiseless feedback channel of unlimited quantum capacity, generalizing Shannon's zero-error communication theory with instantaneous feedback. We first show that this capacity is a function only of the linear span of Choi-Kraus operators of the channel, which generalizes the bipartite equivocation graph of a classical channel, and which we dub ""non-commutative bipartite graph"". Then we go on to show that the feedback-assisted capacity is non-zero (with constant activating noiseless communication) if and only if the non-commutative bipartite graph is non-trivial, and give a number of equivalent characterizations. This result involves a far-reaching extension of the ""conclusive exclusion"" of quantum states [Pusey/Barrett/Rudolph, Nature Phys. 8:475-478]. We then present an upper bound on the feedback-assisted zero-error capacity, motivated by a conjecture originally made by Shannon and proved later by Ahlswede. We demonstrate this bound to have many good properties, including being additive and given by a minimax formula. We also prove that this quantity is the entanglement-assisted capacity against an adversarially chosen channel from the set of all channels with the same Choi-Kraus span, which can also be interpreted as the feedback-assisted unambiguous capacity. The proof relies on a generalization of the ""Postselection Lemma"" [Christandl/Koenig/Renner, PRL 102:020504] that allows to reflect additional constraints, and which we believe to be of independent interest. We illustrate our ideas with a number of examples, including classical-quantum channels and Weyl diagonal channels, and close with an extensive discussion of open questions."
248,1412.0980,2014,6,12,30,Approximate Degradable Quantum Channels,David Sutter;Volkher B Scholz;Andreas Winter;Renato Renner,"Degradable quantum channels are an important class of completely positive trace-preserving maps. Among other properties, they offer a single-letter formula for the quantum and the private classical capacity and are characterized by the fact that the complementary channel can be obtained from the channel by applying a degrading map. In this work we introduce the concept of approximate degradable channels, which satisfy this condition up to some finite $\varepsilon\geq 0$. That is, there exists a degrading map which upon composition with the channel is $\varepsilon$-close in the diamond norm to the complementary channel. We show that for any fixed channel the smallest such $\varepsilon$ can be efficiently determined via a semidefinite program. Moreover, these approximate degradable channels also approximately inherit all other properties of degradable channels. As an application, we derive improved upper bounds to the quantum and private classical capacity for certain channels of interest in quantum communication."
249,1410.7411,2014,3,31,30,Ground state entanglement constrains low-energy excitations,Isaac H Kim;Benjamin J Brown,"For a general quantum many-body system, we show that its ground-state entanglement imposes a fundamental constraint on the low-energy excitations. For two-dimensional systems, our result implies that any system that supports anyons must have a nonvanishing topological entanglement entropy. We demonstrate the generality of this argument by applying it to three-dimensional quantum many-body systems, and showing that there is a pair of ground state topological invariants that are associated to their physical boundaries. From the pair, one can determine whether the given boundary can or cannot absorb point-like or line-like excitations."
250,1408.6829,2014,2,13,30,Quantum de Finetti theorem under fully-one-way adaptive measurements,Ke Li;Graeme Smith,"We prove a version of the quantum de Finetti theorem: permutation-invariant quantum states are well approximated as a probabilistic mixture of multi-fold product states. The approximation is measured by distinguishability under fully one-way LOCC (local operations and classical communication) measurements. Our result strengthens Brandão and Harrow's de Finetti theorem where a kind of partially one-way LOCC measurements was used for measuring the approximation, with essentially the same error bound. As main applications, we show (i) a quasipolynomial-time algorithm which detects multipartite entanglement with amount larger than an arbitrarily small constant (measured with a variant of the relative entropy of entanglement), and (ii) a proof that in quantum Merlin-Arthur proof systems, polynomially many provers are not more powerful than a single prover when the verifier is restricted to one-way LOCC operations."
251,1404.3236,2014,2,11,30,Extending Noether's theorem by quantifying the asymmetry of quantum states,Iman Marvian;Robert W Spekkens,"Noether's theorem is a fundamental result in physics stating that every symmetry of the dynamics implies a conservation law. It is, however, deficient in several respects: (i) it is not applicable to dynamics wherein the system interacts with an environment, and (ii) even in the case where the system is isolated, if the quantum state is mixed then the Noether conservation laws do not capture all of the consequences of the symmetries. To address these deficiencies, we introduce measures of the extent to which a quantum state breaks a symmetry. Such measures yield novel constraints on state transitions: for nonisolated systems, they cannot increase, while for isolated systems they are conserved. We demonstrate that the problem of finding nontrivial asymmetry measures can be solved using the tools of quantum information theory. Applications include deriving model-independent bounds on the quantum noise in amplifiers and assessing quantum schemes for achieving high-precision metrology."
252,1403.4621,2014,12,3,30,Almost quantum correlations,Miguel Navascués;Yelena Guryanova;Matty J Hoban;Antonio Acín,"There have been a number of attempts to derive the set of quantum non-local correlations from reasonable physical principles. Here we introduce $\tilde{Q}$, a set of multipartite supra-quantum correlations that has appeared under different names in fields as diverse as graph theory, quantum gravity and quantum information science. We argue that $\tilde{Q}$ may correspond to the set of correlations of a reasonable physical theory, in which case the research program to reconstruct quantum theory from device-independent principles is met with strong obstacles. In support of this conjecture, we prove that $\tilde{Q}$ is closed under classical operations and satisfies the physical principles of Non-Trivial Communication Complexity, No Advantage for Nonlocal Computation, Macroscopic Locality and Local Orthogonality. We also review numerical evidence that almost quantum correlations satisfy Information Causality."
253,1401.4174,2014,10,29,30,Contextuality supplies the magic for quantum computation,Mark Howard;Joel J Wallman;Victor Veitch;Joseph Emerson,"Quantum computers promise dramatic advantages over their classical counterparts, but the answer to the most basic question ""What is the source of the power in quantum computing?"" has remained elusive. Here we prove a remarkable equivalence between the onset of contextuality and the possibility of universal quantum computation via magic state distillation. This is a conceptually satisfying link because contextuality provides one of the fundamental characterizations of uniquely quantum phenomena and, moreover, magic state distillation is the leading model for experimentally realizing fault-tolerant quantum computation. Furthermore, this connection suggests a unifying paradigm for the resources of quantum information: the nonlocality of quantum theory is a particular kind of contextuality and nonlocality is already known to be a critical resource for achieving advantages with quantum communication. In addition to clarifying these fundamental issues, this work advances the resource framework for quantum computation, which has a number of practical applications, such as characterizing the efficiency and trade-offs between distinct theoretical and experimental schemes for achieving robust quantum computation and bounding the overhead cost for the classical simulation of quantum algorithms."
254,1311.0885,2013,9,9,30,Homological Product Codes,Sergey Bravyi;Matthew B Hastings,"Quantum codes with low-weight stabilizers known as LDPC codes have been actively studied recently due to their simple syndrome readout circuits and potential applications in fault-tolerant quantum computing. However, all families of quantum LDPC codes known to this date suffer from a poor distance scaling limited by the square-root of the code length. This is in a sharp contrast with the classical case where good families of LDPC codes are known that combine constant encoding rate and linear distance. Here we propose the first family of good quantum codes with low-weight stabilizers. The new codes have a constant encoding rate, linear distance, and stabilizers acting on at most $\sqrt{n}$ qubits, where $n$ is the code length. For comparison, all previously known families of good quantum codes have stabilizers of linear weight. Our proof combines two techniques: randomized constructions of good quantum codes and the homological product operation from algebraic topology. We conjecture that similar methods can produce good stabilizer codes with stabilizer weight $n^a$ for any $a>0$. Finally, we apply the homological product to construct new small codes with low-weight stabilizers."
255,1310.0017,2013,8,29,30,Product-state Approximations to Quantum Ground States,Fernando G S L Brandão;Aram W Harrow,"The local Hamiltonian problem consists of estimating the ground-state energy (given by the minimum eigenvalue) of a local quantum Hamiltonian. First, we show the existence of a good product-state approximation for the ground-state energy of 2-local Hamiltonians with one or more of the following properties: (1) high degree, (2) small expansion, or (3) a ground state with sublinear entanglement with respect to some partition into small pieces. The approximation based on degree is a surprising difference between quantum Hamiltonians and classical CSPs (constraint satisfaction problems), since in the classical setting, higher degree is usually associated with harder CSPs. The approximation based on low entanglement, in turn, was previously known only in the regime where the entanglement was close to zero. Since the existence of a low-energy product state can be checked in NP, the result implies that any Hamiltonian used for a quantum PCP theorem should have: (1) constant degree, (2) constant expansion, (3) a ""volume law"" for entanglement with respect to any partition into small parts. Second, we show that in several cases, good product-state approximations not only exist, but can be found in polynomial time: (1) 2-local Hamiltonians on any planar graph, solving an open problem of Bansal, Bravyi, and Terhal, (2) dense k-local Hamiltonians for any constant k, solving an open problem of Gharibian and Kempe, and (3) 2-local Hamiltonians on graphs with low threshold rank, via a quantum generalization of a recent result of Barak, Raghavendra and Steurer. Our work introduces two new tools which may be of independent interest. First, we prove a new quantum version of the de Finetti theorem which does not require the usual assumption of symmetry. Second, we describe a way to analyze the application of the Lasserre/Parrilo SDP hierarchy to local quantum Hamiltonians."
256,1601.01975,2016,4,15,29,Quantum Merlin Arthur with Exponentially Small Gap,Bill Fefferman;Cedric Yen-Yu Lin,"We study the complexity of QMA proof systems with inverse exponentially small promise gap. We show that this class can be exactly characterized by PSPACE, the class of problems solvable with a polynomial amount of memory. As applications we show that a ""precise"" version of the Local Hamiltonian problem is PSPACE-complete, and give a provable setting in which the ability to prepare PEPS states is not as powerful as the ability to prepare the ground state of general Local Hamiltonians."
257,1312.2496,2013,3,20,29,On the hardness of classically simulating the one clean qubit model,Tomoyuki Morimae;Keisuke Fujii;Joseph F Fitzsimons,"Deterministic quantum computation with one quantum bit (DQC1) is a model of quantum computing where the input restricted to containing a single qubit in a pure state and with all other qubits in a completely-mixed state, with only a single qubit measurement at the end of the computation [E. Knill and R. Laflamme, Phys. Rev. Lett. \bf81, 5672 (1998)]. While it is known that DQC1 can efficiently solve several problems for which no known classical efficient algorithms exist, the question of whether DQC1 is really more powerful than classical computation remains open. In this paper, we introduce a slightly modified version of DQC1, which we call DQC1$_k$, where $k$ output qubits are measured, and show that DQC1$_k$ cannot be classically efficiently simulated for any $k\geq3$ unless the polynomial hierarchy collapses at the third level."
258,1310.7596,2013,3,13,29,Fault-Tolerant Measurement-Based Quantum Computing with Continuous-Variable Cluster States,Nicolas C Menicucci,"A long-standing open question about Gaussian continuous-variable cluster states is whether they enable fault-tolerant measurement-based quantum computation. The answer is yes. Initial squeezing in the cluster above a threshold value of 20.5 dB ensures that errors from finite squeezing acting on encoded qubits are below the fault-tolerance threshold of known qubit-based error-correcting codes. By concatenating with one of these codes and using ancilla-based error correction, fault-tolerant measurement-based quantum computation of theoretically indefinite length is possible with finitely squeezed cluster states."
259,1404.1507,2014,1,18,29,An adaptive attack on Wiesner's quantum money,Aharon Brodutch;Daniel Nagaj;Or Sattath;Dominique Unruh,"Unlike classical money, which is hard to forge for practical reasons (e.g. producing paper with a certain property), quantum money is attractive because its security might be based on the no-cloning theorem. The first quantum money scheme was introduced by Wiesner circa 1970. Although more sophisticated quantum money schemes were proposed, Wiesner's scheme remained appealing because it is both conceptually clean and relatively easy to implement. We show efficient adaptive attacks on Wiesner's quantum money scheme [Wie83] (and its variant by Bennett et al. [BBBW83]), when valid money is accepted and passed on, while invalid money is destroyed. We propose two attacks, the first is inspired by the Elitzur-Vaidman bomb testing problem [EV93, KWH+95], while the second is based on the idea of protective measurements [AAV93]. It allows us to break Wiesner's scheme with 4 possible states per qubit, and generalizations which use more than 4 states per qubit."
260,1403.1539,2014,11,6,29,Improving Quantum Algorithms for Quantum Chemistry,Matthew B Hastings;David Wecker;Bela Bauer;Matthias Troyer,"We present several improvements to the standard Trotter-Suzuki based algorithms used in the simulation of quantum chemistry on a quantum computer. First, we modify how Jordan-Wigner transformations are implemented to reduce their cost from linear or logarithmic in the number of orbitals to a constant. Our modification does not require additional ancilla qubits. Then, we demonstrate how many operations can be parallelized, leading to a further linear decrease in the parallel depth of the circuit, at the cost of a small constant factor increase in number of qubits required. Thirdly, we modify the term order in the Trotter-Suzuki decomposition, significantly reducing the error at given Trotter-Suzuki timestep. A final improvement modifies the Hamiltonian to reduce errors introduced by the non-zero Trotter-Suzuki timestep. All of these techniques are validated using numerical simulation and detailed gate counts are given for realistic molecules."
261,1304.3709,2013,10,1,29,Universal fault-tolerant quantum computation with only transversal gates and error correction,Adam Paetznick;Ben W Reichardt,"Transversal implementations of encoded unitary gates are highly desirable for fault-tolerant quantum computation. Though transversal gates alone cannot be computationally universal, they can be combined with specially distilled resource states in order to achieve universality. We show that ""triorthogonal"" stabilizer codes, introduced for state distillation by Bravyi and Haah [Phys. Rev. A 86 052329 (2012)], admit transversal implementation of the controlled-controlled-Z gate. We then construct a universal set of fault-tolerant gates without state distillation by using only transversal controlled-controlled-Z, transversal Hadamard, and fault-tolerant error correction. We also adapt the distillation procedure of Bravyi and Haah to Toffoli gates, improving on existing Toffoli distillation schemes."
262,1611.09837,2016,1,11,29,Quantum and non-signalling graph isomorphisms,Albert Atserias;Laura Mančinska;David E Roberson;Robert Šámal;Simone Severini;Antonios Varvitsiotis,"We introduce a two-player nonlocal game, called the $(G,H)$-isomorphism game, where classical players can win with certainty if and only if the graphs $G$ and $H$ are isomorphic. We then define the notions of quantum and non-signalling isomorphism, by considering perfect quantum and non-signalling strategies for the $(G,H)$-isomorphism game, respectively. First, we prove that non-signalling isomorphism coincides with the well-studied notion of fractional isomorphism, thus giving the latter an operational interpretation. Second, we show that quantum isomorphism is equivalent to the feasibility of two polynomial systems in non-commuting variables, obtained by relaxing the standard integer programming formulations for graph isomorphism to Hermitian variables. On the basis of this correspondence, we show that quantum isomorphic graphs are necessarily cospectral. Finally, we provide a construction for producing quantum isomorphic graphs that are nevertheless not isomorphic. Our construction makes use of linear binary constraint system games and is related to the FGLSS reduction of inapproximability literature."
263,1611.05411,2016,12,10,29,Capacity estimation and verification of quantum channels with arbitrarily correlated errors,Corsin Pfister;M Adriaan Rol;Atul Mantri;Marco Tomamichel;Stephanie Wehner,"One of the main figures of merit for quantum memories and quantum communication devices is their quantum capacity. It has been studied for arbitrary kinds of quantum channels, but its practical estimation has so far been limited to devices that implement independent and identically distributed (i.i.d.) quantum channels, where each qubit is affected by the same noise process. Real devices, however, typically exhibit correlated errors. Here, we overcome this limitation by presenting protocols that estimate a channel's one-shot quantum capacity for the case where the device acts on (an arbitrary number of) qubits. The one-shot quantum capacity quantifies a device's ability to store or communicate quantum information, even if there are correlated errors across the different qubits. We present a protocol which is easy to implement and which comes in two versions. The first version estimates the one-shot quantum capacity by preparing and measuring in two different bases, where all involved qubits are used as test qubits. The second version verifies on-the-fly that a channel's one-shot quantum capacity exceeds a minimal tolerated value while storing or communicating data, therefore combining test qubits and data qubits in one protocol. We discuss the performance of our method using simple examples, such as the dephasing channel for which our method is asymptotically optimal. Finally, we apply our method to estimate the one-shot capacity in an experiment using a transmon qubit."
264,1610.07093,2016,10,29,29,Equivalence between contextuality and negativity of the Wigner function for qudits,Nicolas Delfosse;Cihan Okay;Juan Bermejo-Vega;Daniel E Browne;Robert Raussendorf,"Contextuality and negativity of the Wigner function are two notions of non-classicality for quantum systems. Howard, Wallman, Veitch and Emerson proved recently that these two notions coincide for qudits in odd prime dimension. This equivalence is particularly important since it promotes contextuality as a ressource that magic states must possess in order to allow for a quantum speed-up. We propose a simple proof of the equivalence between contextuality and negativity of the Wigner function based on character theory. This simplified approach allows us to generalize this equivalence to multiple qudits and to any qudit system of odd local dimension."
265,1610.00336,2016,4,8,29,QInfer: Statistical inference software for quantum applications,Christopher E Granade;Christopher Ferrie;Ian Hincks;Steven Casagrande;Thomas Alexander;Jonathan A Gross;Michal Kononenko;Yuval R Sanders,"Characterizing quantum systems through experimental data is critical to applications as diverse as metrology and quantum computing. Analyzing this experimental data in a robust and reproducible manner is made challenging, however, by the lack of readily-available software for performing principled statistical analysis. We improve the robustness and reproducibility of characterization by introducing an open-source library, QInfer, to address this need. Our library makes it easy to analyze data from tomography, randomized benchmarking, and Hamiltonian learning experiments either in post-processing, or online as data is acquired. QInfer also provides functionality for predicting the performance of proposed experimental protocols from simulated runs. By delivering easy- to-use characterization tools based on principled statistical analysis, QInfer helps address many outstanding challenges facing quantum technology."
266,1609.08595,2016,3,7,29,Distinguishing quantum states using Clifford orbits,Richard Kueng;Huangjun Zhu;David Gross,"It is a fundamental property of quantum mechanics that information is lost as a result of performing measurements. Indeed, with every quantum measurement one can associate a number -- its POVM norm constant -- that quantifies how much the distinguishability of quantum states degrades in the worst case as a result of the measurement. This raises the obvious question which measurements preserve the most information in these sense of having the largest norm constant. While a number of near-optimal schemes have been found (e.g. the uniform POVM, or complex projective 4-designs), they all seem to be difficult to implement in practice. Here, we analyze the distinguishability of quantum states under measurements that are orbits of the Clifford group. The Clifford group plays an important role e.g. in quantum error correction, and its elements are considered simple to implement. We find that the POVM norm constants of Clifford orbits depend on the effective rank of the states that should be distinguished, as well as on a quantitative measure of the ""degree of localization in phase space"" of the vectors in the orbit. The most important Clifford orbit is formed by the set of stabilizer states. Our main result implies that stabilizer measurements are essentially optimal for distinguishing pure quantum states. As an auxiliary result, we use the methods developed here to prove new entropic uncertainty relations for stabilizer measurements. This paper is based on a very recent analysis of the representation theory of tensor powers of the Clifford group."
267,1609.02897,2016,1,2,29,Fermionic Matrix Product Operators and Topological Phases of Matter,Dominic J Williamson;Nick Bultinck;Jutho Haegeman;Frank Verstraete,"We introduce the concept of fermionic matrix product operators, and show that they provide a natural representation of fermionic fusion tensor categories. This allows for the classification of two dimensional fermionic topological phases in terms of matrix product operator algebras. Using this approach we give a classification of fermionic symmetry protected topological phases with respect to a group $G$ in terms of three cohomology groups: $H^1(G,Z_2)$, describing which matrix product operators are of Majorana type, $H^2(G,Z_2)$, describing the fermionic nature of the fusion tensors that arise when two matrix product operators are multiplied, and the supercohomolgy group $\bar{H}^3(G,U(1))$ which corresponds to the associator that changes the order of fusion. We also generalize the tensor network description of the string-net ground states to the fermionic setting, yielding simple representations of a class that includes the fermionic toric code."
